polarity,content,content_clean
1,Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena,se acuerdan de la cancin de la 83line y kangin la de ferrari era buena
1,"@JuliahdeVince tu ser muy buena maifren, no hay nada que me ponga bien por ahora pero gracias por preocuparte por mí.",tu ser muy buena maifren no hay nada que me ponga bien por ahora pero gracias por preocuparte por m
1,Y otros dias publicare mas para que voten LOS QUIERO MUCHOOOO,y otros dias publicare mas para que voten los quiero muchoooo
0,"@PonyGaJr si algo a si parecia, eso fue raro .__. pero es un video, igual sabemos ellos dos estan juntitos y estan bien",si algo a si parecia eso fue raro pero es un video igual sabemos ellos dos estan juntitos y estan bien
-1,"@ivonnems28 ¿crees? Hahaha obvio si, todos toditos, de todas toditas las personas",crees hahaha obvio si todos toditos de todas toditas las personas
0,Hasta las últimas consecuecias #Abrahamers #Lealtad,hasta las ltimas consecuecias abrahamers lealtad
1,"@byCoba con agua, hielo regularmente para que se mantenga fresca y un poquito de azúcar a la semana, me han durado hasta más de 1 mes.",con agua hielo regularmente para que se mantenga fresca y un poquito de azcar a la semana me han durado hasta ms de 1 mes
-1,Tube que sacarle una tabla al ropero para que renzo ponga su ropa en mi lugar se pasa el pendejo,tube que sacarle una tabla al ropero para que renzo ponga su ropa en mi lugar se pasa el pendejo
-1,"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano",ah no van por que no les gusta el sabor del jamn serrano
1,#Stop. Dios es bueno en todo tiempo,stop dios es bueno en todo tiempo
1,Ser el villano de la película es lo mejor,ser el villano de la pelcula es lo mejor
1,"Qué bonito que ""In to my Arms"" sea la segunda canción escuchada este día.",qu bonito que in to my arms sea la segunda cancin escuchada este da
0,La luna está hermosa y justo salí sin celular ptmr,la luna est hermosa y justo sal sin celular ptmr
0,@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.,la felicidad tambin es algo seguro solo debemos buscarla en las pequeas cosas de la vida
0,hay un monton pituelistas en mi inicio q piensan todo lo contrario a mi y no me pongo densa a comentarle todos sus twitts,hay un monton pituelistas en mi inicio q piensan todo lo contrario a mi y no me pongo densa a comentarle todos sus twitts
1,"¡Gran ejemplo a seguir Lennon! inspiradora eeriencia ""De agilista a empresario #devHangout con @lshimokawa @devacademyla""",gran ejemplo a seguir lennon inspiradora eeriencia de agilista a empresario devhangout con
0,lo único que quiero es saber si sharon sabe a quien se refiere rey y si matteo se queda o se va nada más disney #TerminoSoyLuna,lo nico que quiero es saber si sharon sabe a quien se refiere rey y si matteo se queda o se va nada ms disney terminosoyluna
1,"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",hoy hice el gol de mi vida perdimos 81 pero hice el gol de mi vida
0,Y si vieras todas las heridas internas quizás entonces me entiendas,y si vieras todas las heridas internas quizs entonces me entiendas
1,@AnimeMariana jajaa Pos yo igual queria verte cantar!!! :'''v Hubiera estado lindo. Pero pos creo que lo de 50 cosas seria algo genial,jajaa pos yo igual queria verte cantar v hubiera estado lindo pero pos creo que lo de 50 cosas seria algo genial
-1,No es bonito estar sin celular,no es bonito estar sin celular
1,@LiaTitoo Graciaas!! Vos también te lo merecías Fue re lindo tener una compañera como vos,graciaas vos tambin te lo merecas fue re lindo tener una compaera como vos
1,Mi hermano está templadaso y se me hace tan lindo,mi hermano est templadaso y se me hace tan lindo
-1,En Heredia ese temblor se sintió leve pero horrible,en heredia ese temblor se sinti leve pero horrible
0,@Bryanpinarivera @EvaMPT @diegorrc el I no entra en el Machete y el VII tampoco porque aún no se sabe el rumbo de la nueva trilogía,el i no entra en el machete y el vii tampoco porque an no se sabe el rumbo de la nueva triloga
0,Y estavamos los dos buscando la manera de desir quien de los dos da el primer paso.!! #ESCUCHANDO #DOSOGAS Sola En Casa...,y estavamos los dos buscando la manera de desir quien de los dos da el primer paso escuchando dosogas sola en casa
-1,"Que ganas de estrellar un ladrillo en la cabeza de mi jefe, tirar la puta computadora por la ventana y quemar el lugar",que ganas de estrellar un ladrillo en la cabeza de mi jefe tirar la puta computadora por la ventana y quemar el lugar
0,"Hasta lo peor de mi, quiere lo mejor para ti",hasta lo peor de mi quiere lo mejor para ti
1,"En 15 minutos, subiré un nuevo video a mi canal de youtube, es un pequeño regalo para que se lo empiecen a pasar de agasajo este viernes!",en 15 minutos subir un nuevo video a mi canal de youtube es un pequeo regalo para que se lo empiecen a pasar de agasajo este viernes
0,@unforesto @YurikitoKSP lo dice para hacernos sentir mejor u.u jaja...Pero bueno eres más joven tienes mucho por ver y hacer . Éxitos!,lo dice para hacernos sentir mejor uu jajapero bueno eres ms joven tienes mucho por ver y hacer xitos
-1,son los huevos más pobres que me he comido,son los huevos ms pobres que me he comido
-1,Neta que mi novio se fue al santo a esta hora? Pa' esos novios mejor ando conmigo misma ya que soy bien antrera,neta que mi novio se fue al santo a esta hora pa esos novios mejor ando conmigo misma ya que soy bien antrera
0,"Mañana es, posiblemente, el último encuentro de Natura que dirija y Enero ya empezar en Yanbal",maana es posiblemente el ltimo encuentro de natura que dirija y enero ya empezar en yanbal
1,Claro @SarahnChile El networking y creación de contactos siempre ayuda para futuras oportunidades de negocio y trabajo,claro el networking y creacin de contactos siempre ayuda para futuras oportunidades de negocio y trabajo
0,Lo bueno que nadamas es esta semana,lo bueno que nadamas es esta semana
1,"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",ayer andbamos por all jaja le dir que vayamos maana a ver si me dejan gracias lindas
-1,Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas,me acost sper tarde ayer para mis horarios normales y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas
1,"Amigos, mi pavo huele buenazo. Y si se lo estan preguntando. Sí. Es la 1ra vez que lo hacemos.",amigos mi pavo huele buenazo y si se lo estan preguntando s es la 1ra vez que lo hacemos
-1,No voy a poder ver a mi mamá el día de la madre. Por un hijo de la grandísima puta. Bien,no voy a poder ver a mi mam el da de la madre por un hijo de la grandsima puta bien
1,"@SilvioCABJ12 Vamos! a más viejitas mejor, pero no se por quién apostas?!",vamos a ms viejitas mejor pero no se por quin apostas
0,"@H_E_Y ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",ya ah si no sabra decirte generalmente siempre hace sol temprano se llega a poner nublado es como luego de las 3pm
-1,@natyrodriguez Demasiada decepción con la humanidad,demasiada decepcin con la humanidad
-1,"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",la vida conspira en contra de uno que injusto jaja
-1,"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",mi imposible quiere irse a europa yo tena pequeas esperanzas sabiendo que era imposible pero ahora se las lleva para europa
-1,"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico",como cuando duermo de da y de noche ando bien pilas esto es fantstico
-1,Les juro que lo stalkeo y mi instinto asesino se activa.,les juro que lo stalkeo y mi instinto asesino se activa
1,"@mishafantana si obvio eso es lo importante, gracias por preguntar",si obvio eso es lo importante gracias por preguntar
-1,La ptm no supero lo de ayer Mi año nuevo se fue a la mrd,la ptm no supero lo de ayer mi ao nuevo se fue a la mrd
-1,Ya no es tan divertido,ya no es tan divertido
1,"Amigos, neta muy neta, hay una probabilidad de irme pa la CDMX, alcen las manos y pídanle a Diosito",amigos neta muy neta hay una probabilidad de irme pa la cdmx alcen las manos y pdanle a diosito
-1,Todo pudo ser tan bonito,todo pudo ser tan bonito
1,"Eres bien divertida y me das mucha risa, siempre andas de buenas y eso me agrada, eres muy buena persona, ya no tengas tantos crushes",eres bien divertida y me das mucha risa siempre andas de buenas y eso me agrada eres muy buena persona ya no tengas tantos crushes
1,"@ContactoCitibmx en la mañana habían retenido la compra en linea porque pensaban que era fraude con la tarjeta, pero ya lo resolvieron.",en la maana haban retenido la compra en linea porque pensaban que era fraude con la tarjeta pero ya lo resolvieron
-1,"@Valezka38 dolor sería ser chileno, la mugre de América. Chupapijas de los ingleses y del pinocho. Cero copa mundial. Saluditos.",dolor sera ser chileno la mugre de amrica chupapijas de los ingleses y del pinocho cero copa mundial saluditos
1,"@Ka_Arroyo_ y cómo mezclan realidad con mundos paralelos, y que es diferente a las demás películas de Marvel",y cmo mezclan realidad con mundos paralelos y que es diferente a las dems pelculas de marvel
1,"@emarlyworld feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!",feliz sabado para ti tbma los tiempos entro al twitter y es agradable que a la primera persona que vea sea a ti
-1,"@odiomistweets No puede ser, eso me está pasando en estos momentos, hace rato estaba good happy y ahora solo i cry",no puede ser eso me est pasando en estos momentos hace rato estaba good happy y ahora solo i cry
-1,@walkiriaflor Pues no estaba bromenado,pues no estaba bromenado
1,Lo bueno de esta Navidad es que la pase junto a JC y mi mamá lo conoció en persona,lo bueno de esta navidad es que la pase junto a jc y mi mam lo conoci en persona
1,Enere sociología con 11 jajajja va a ser la única en todo este profesorado de seguro ! re feli,enere sociologa con 11 jajajja va a ser la nica en todo este profesorado de seguro re feli
-1,Tengo que reconocer que es imposible que Lio me conozca o leea algun mensaje. Y eso me pone espantoso,tengo que reconocer que es imposible que lio me conozca o leea algun mensaje y eso me pone espantoso
-1,Desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aqu con sueo
1,@iFabilalala Deja de burlarte de mí NO :; pero si me fue bien y aprendì mucho Ademàs tengo salud y màs cosas maravillosas jajaja,deja de burlarte de m no pero si me fue bien y aprend mucho adems tengo salud y ms cosas maravillosas jajaja
1,"@ele417 ahora si quiero llorar ya se terminó ahora sí la u, ya no hay tercera carrera",ahora si quiero llorar ya se termin ahora s la u ya no hay tercera carrera
0,@gustavohlopez Cebolla que use nuestra camiseta celeste abajo de la roja y uds. compren camisetas de los cuadros europeos para todos !!,cebolla que use nuestra camiseta celeste abajo de la roja y uds compren camisetas de los cuadros europeos para todos
-1,Como cuando la persona siempre está cansada para todo menos para salir con alguien más.,como cuando la persona siempre est cansada para todo menos para salir con alguien ms
0,"Si fuera bien idiota. Ya hubiera comprado un Alienware cn mi quincena al chaz chaz, pero se viene el ISR...",si fuera bien idiota ya hubiera comprado un alienware cn mi quincena al chaz chaz pero se viene el isr
-1,ojala que te de un bloqueo mas grande que el de mi cel,ojala que te de un bloqueo mas grande que el de mi cel
0,"Luego de hacerles recordar todos los bellos momentos que no volverán, me quede jataso ya desperté y sigo llorando",luego de hacerles recordar todos los bellos momentos que no volvern me quede jataso ya despert y sigo llorando
-1,@hlahumberto pos' se ve mal se traba y está grabada del cine #Shame.,pos se ve mal se traba y est grabada del cine shame
1,"@cuervotinelli Buen día Papá hermoso !! ;3, Que tengas un lindo Domingo",buen da pap hermoso 3 que tengas un lindo domingo
-1,Badilla era tan tan guapo que sentí feo cuando me di cuenta,badilla era tan tan guapo que sent feo cuando me di cuenta
0,"@mhariprada Por lo menos lo tenes ahí. No me acuerdo la última vez que yo vi al mío (amo esa canción, btw)",por lo menos lo tenes ah no me acuerdo la ltima vez que yo vi al mo amo esa cancin btw
-1,@luixuz Yo también No te dí permiso de que te fueras y me dejaras sola con el bebé,yo tambin no te d permiso de que te fueras y me dejaras sola con el beb
0,"le dije a mi mamá si podiamos salir hoy ya que esta re lindo el día y me dice ""tu padre y yo tenemos un cumpleaños hoy""",le dije a mi mam si podiamos salir hoy ya que esta re lindo el da y me dice tu padre y yo tenemos un cumpleaos hoy
-1,Le acabo de decir la neta a un amigo porque trae pedos con una morra y se enojó conmigo. Si ya saben como soy pa'que me preguntan,le acabo de decir la neta a un amigo porque trae pedos con una morra y se enoj conmigo si ya saben como soy paque me preguntan
-1,@GarzaaJr No es un bulto y nunca lo ha sido @GarzaaJr es un luchador Novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,no es un bulto y nunca lo ha sido es un luchador novato que ha madurado muchsimo desde que lleg a
-1,Igual nadie quiere conmigo ajjajaj,igual nadie quiere conmigo ajjajaj
0,@Adri_tranqui yo estoy trabajando en frente de una ventana abierta...buee lo de trabajar trabajar voy y vengo,yo estoy trabajando en frente de una ventana abiertabuee lo de trabajar trabajar voy y vengo
-1,"Haciendo el Notitest de @TelenocheOnline, me salió ""Eerto en Noticias"". Que veterana que estoy",haciendo el notitest de me sali eerto en noticias que veterana que estoy
-1,"Me siento del pinche pito a la verga, en verdad tengo que dejar de tomar Y todavía quieren beber más hoy, Y MAÑANA ES 31 no mames",me siento del pinche pito a la verga en verdad tengo que dejar de tomar y todava quieren beber ms hoy y maana es 31 no mames
-1,"Es triste cumplir años el 2 de enero, casi nadie recuerda que cumplo años por las fiestas de fin de año y además los pesco ya sin dinero",es triste cumplir aos el 2 de enero casi nadie recuerda que cumplo aos por las fiestas de fin de ao y adems los pesco ya sin dinero
0,@TipicaLoca yo no me pierdo nadita ! ahora es formal ! en la mañana veo todo del cel pero no contesto ni subo nada !,yo no me pierdo nadita ahora es formal en la maana veo todo del cel pero no contesto ni subo nada
-1,que triste de verdad @Rayados @PueblaFC @PumasMX @SanCadilla,que triste de verdad
-1,Num y te tiro una indirecta con tu user ME ABURRO,num y te tiro una indirecta con tu user me aburro
1,"Son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",son 826 y yo ya me estoy visualizando en mi cama durmiendo cuando salga de trabajar
1,"@susana_tb Feliz 2017 Su y feliz vida... awww qué bonito pingü, muero de amor. Un abrazo muy grande",feliz 2017 su y feliz vida awww qu bonito ping muero de amor un abrazo muy grande
-1,@SheWolf_byu ni me lo recuerdes pero eso no cambiara por los siglos de los siglos,ni me lo recuerdes pero eso no cambiara por los siglos de los siglos
0,@elinvisiblesoyo jajaja aquí la confianza virtual,jajaja aqu la confianza virtual
1,Voy a extrañar aquellas charlas infinitas!!!,voy a extraar aquellas charlas infinitas
-1,"@Ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! Y gracias! Que llegues pronto",checa con waze rutas alternas xq el trafico viene rudo hasta la altura del parque chitla y gracias que llegues pronto
0,@JaquelinR5_ @rylandlynch jajaj ojala y conteste el pendejo andará con una resaca pero de las buenas,jajaj ojala y conteste el pendejo andar con una resaca pero de las buenas
1,@Cochy_Tj llena de bendiciones jaja,llena de bendiciones jaja
1,Amo saber que en cada segundo de ese homenaje estaba mi infancia feliz,amo saber que en cada segundo de ese homenaje estaba mi infancia feliz
1,Las canciones de Juanes y Julieta Venegas siempre me hacen muy feliz,las canciones de juanes y julieta venegas siempre me hacen muy feliz
1,"@Enana1515 NO TE LO MERECES ESO ESTA CLARO,pero de esto se trata de superar todo yo estoy al firme mami y ya van a llegar las buenas",no te lo mereces eso esta claropero de esto se trata de superar todo yo estoy al firme mami y ya van a llegar las buenas
1,@AlejandroToledo Congratulations Dr. Alejandro eres orgullo peruano. Dios no te eligió para gobernar porque el congreso esta manchado,congratulations dr alejandro eres orgullo peruano dios no te eligi para gobernar porque el congreso esta manchado
1,"Qué bonito sentir que estas aquí, junto a mi",qu bonito sentir que estas aqu junto a mi
-1,Seria tan feliz si se me va el dolor de cabeza de una vez,seria tan feliz si se me va el dolor de cabeza de una vez
1,@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!,as es un saludo desde per la vida es mejor con un buen vino o un buen caf
-1,La seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior,la seo que vena leyendo mis tweets me dijo que los ley sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior
-1,@grazianopascale @Arq_fmartinez el nivel de delirio en los dirigentes es preocupante por decirlo sutilmente.,el nivel de delirio en los dirigentes es preocupante por decirlo sutilmente
1,#postrecito para endulzarme un poquito,postrecito para endulzarme un poquito
1,"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",me voy maana para la playa confiando que el sol me quite esta gripe tan horrible
-1,Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo,rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en l cuarto piso videomtv2016 abraham mateo
-1,"En situaciones en las que no sepas que hacer, sumérgete en ti y sólo así podrás escuchar lo que tú alma y tu corazón tienen que decir",en situaciones en las que no sepas que hacer sumrgete en ti y slo as podrs escuchar lo que t alma y tu corazn tienen que decir
-1,"Hoy transité un rato largo. La frase que más escuché fue ""arrepentido... de haberlos votado"".",hoy transit un rato largo la frase que ms escuch fue arrepentido de haberlos votado
-1,Tan desesperado que hasta stalkea,tan desesperado que hasta stalkea
1,"Lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad",lo bueno de salir temprano es que puedo almorzar en mi casa o sea comida de verdad
0,@sergiouy52 lo sé Sergio. La dedicactoria te comprende por supuesto,lo s sergio la dedicactoria te comprende por supuesto
-1,@YurikitoKSP lo haz asustado al pobre,lo haz asustado al pobre
0,Yo solo quiero que me engria,yo solo quiero que me engria
0,De qué sirven los feriados si al final toca recuperar con horas extras,de qu sirven los feriados si al final toca recuperar con horas extras
-1,@Goberlik @ecos_la Sep. Es necesario investigar pero no justo ahora ¡Qué lenguaje apolillado!,sep es necesario investigar pero no justo ahora qu lenguaje apolillado
-1,el agu me dejo solo,el agu me dejo solo
-1,"@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.",en serio ignoras por conviccin esa es una lo de intereses de universidades se ha dicho hasta el cansancio
0,"Si tu día esta amargo ""pues dale una movida"" aveces el azúcar esta en el fondo.",si tu da esta amargo pues dale una movida aveces el azcar esta en el fondo
-1,@victorita_fest te hice las caipis ayer y no fuiste,te hice las caipis ayer y no fuiste
0,@dianaapii Escuchate esto.... SEMIOTICA *suena música de iglesia*,escuchate esto semiotica suena msica de iglesia
1,"@victorita_fest Si, justo ese que comi estaba tremendo. Bueno pasame la dir por interno",si justo ese que comi estaba tremendo bueno pasame la dir por interno
-1,"5 días seguidos y no me sale ninguna idea buena en el estudio, adiós producción musical, hola batería de nuevo",5 das seguidos y no me sale ninguna idea buena en el estudio adis produccin musical hola batera de nuevo
-1,Lela me escribe Yo le respondo Lela me deja en gris,lela me escribe yo le respondo lela me deja en gris
-1,No está chido empezar el año con lesión de tobillo,no est chido empezar el ao con lesin de tobillo
-1,"Decepcionado , este dolor ya lo tengo acostumbrado",decepcionado este dolor ya lo tengo acostumbrado
1,Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh,cmo todo los viernes siempre esperando rap en la radio a la media noche 1200am va los 1027 fm radio filarmnia yeahh
-1,"O sea si, ya estoy mas cachetonq, pero hay fotos donde de plano me veo completamente con obesidad mórbida.",o sea si ya estoy mas cachetonq pero hay fotos donde de plano me veo completamente con obesidad mrbida
-1,A todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana ... fucking great.,a todos los artistas de tumblr les llegan preguntas o cumplidos sobre su arte y a mi me preguntan si soy lesbiana fucking great
-1,"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…",afortunadamente todo te quepa rebien pero este look tuyo no me agrad pero eso no es primordial tu esencia
0,"@diegodelacurva , es cierto eso? No seas malo, aportas mucho al programa, se te va a extrañar de verdad",es cierto eso no seas malo aportas mucho al programa se te va a extraar de verdad
-1,"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros",jajajajajajajaj ya estn peor que pea puro atole con el dedo a los tuiteros
-1,"@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.",en serio ignoras por conviccin esa es una lo de intereses de universidades se ha dicho hasta el cansancio
0,Quiero como tener carro para hacer todo rápido,quiero como tener carro para hacer todo rpido
1,"Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz",por fin ro caray despus de lo de ayer pens que me iba a deprimir pero hoy estoy feliz
-1,@CJSuasnabar soy el perro asesinado,soy el perro asesinado
-1,Que más quisiera estar allá y abrazarte! Qué feo que el amor de mi vida se haya accidentado y yo por acá,que ms quisiera estar all y abrazarte qu feo que el amor de mi vida se haya accidentado y yo por ac
-1,feliz pq me tocó ventanilla y el asiento esta roto,feliz pq me toc ventanilla y el asiento esta roto
-1,"@Rickdo92 empiezo a sospechar que no hay de verdad, ya es quincena y nada ptmr",empiezo a sospechar que no hay de verdad ya es quincena y nada ptmr
1,Éramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo...,ramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo
1,Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien,creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga jodidamente bien
-1,Eso de salir a las 8 de la escuela no va a estar chido,eso de salir a las 8 de la escuela no va a estar chido
0,"@CaELiKe deseo que estés bien ,porque yo estoy destruida",deseo que ests bien porque yo estoy destruida
-1,Yo sabía que la #SuperLuna traería efectos negativos #supermoonfail,yo saba que la superluna traera efectos negativos supermoonfail
-1,"@germangn09 pero igual es feo, horrible, espantoso",pero igual es feo horrible espantoso
-1,Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,que triste cuando uno anda en una actividad y no tiene con quien bailar me ver muy rara bachateando sola en media pista
-1,El único senador q se dirigió en español a la audiencia republicana para apoyar a @realDonaldTrump es de padres costarricenses Qué pena!,el nico senador q se dirigi en espaol a la audiencia republicana para apoyar a es de padres costarricenses qu pena
-1,"@julirod14 Lástima que ya terminamos las clases, quedó pendiente el Mannequin Challenge ...",lstima que ya terminamos las clases qued pendiente el mannequin challenge
-1,Me he puesto nervioso por la función de mañana. Y si me da una laguna mental??? Mierda ahora no puedo dejar de pensar en eso,me he puesto nervioso por la funcin de maana y si me da una laguna mental mierda ahora no puedo dejar de pensar en eso
1,@Manryev ¡Me alegra muchísimo que te gustara! Igualmente un placer saludarte La próxima que vengás a SJ avisá con tiempo y vamos por café,me alegra muchsimo que te gustara igualmente un placer saludarte la prxima que vengs a sj avis con tiempo y vamos por caf
1,"@cuervotinelli Buenas noches que descanses !!,12 días para verte;3, prometo ésta vez quedarme hasta el final del programa así te conozco",buenas noches que descanses 12 das para verte3 prometo sta vez quedarme hasta el final del programa as te conozco
0,"Por rockear como loco ayer , quedé con la garganta mal y la nuca adolorida , a pesar de ello el metal si q me logró desestrezar mucho",por rockear como loco ayer qued con la garganta mal y la nuca adolorida a pesar de ello el metal si q me logr desestrezar mucho
-1,"quiero ver las muñecas de la mafia,pero tengo que terminar mi examen y mañana tengo que hacer mi estúpido vídeo para el parcial y",quiero ver las muecas de la mafiapero tengo que terminar mi examen y maana tengo que hacer mi estpido vdeo para el parcial y
1,@MrGaryGamingYT eres el putisimo amo v:,eres el putisimo amo v
-1,Que difícil es tomar una decisión cuando no es para ti,que difcil es tomar una decisin cuando no es para ti
1,¡Llegamos a los 8000 seguidores! Gracias por acompañarnos en el camino del trabajo independiente. Sigamos creciendo juntos #freelancer,llegamos a los 8000 seguidores gracias por acompaarnos en el camino del trabajo independiente sigamos creciendo juntos freelancer
1,"Por la mañana hazme saber de tu gran amor, porque en ti he puesto mi confianza. Salmos 143:8 Buen día a todos",por la maana hazme saber de tu gran amor porque en ti he puesto mi confianza salmos 1438 buen da a todos
0,.@LeoVeigaSanchez La opinión es contundente. Y no parece discriminar por partidos,la opinin es contundente y no parece discriminar por partidos
-1,@Flopi_Soberon lo mejor es ni aparecer por el tl señora,lo mejor es ni aparecer por el tl seora
-1,"@ChumelTorres ya cabrón! Sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconChumel",ya cabrn sin t se reciben las noticias sin colchoncito puro chingadazo extraoreirconchumel
0,ayer preguntaban y dónde están las solteras!!!! todo mi grupo alza la mano y yo la única que no y todas voltean a verme AJAJAJAJAJJA,ayer preguntaban y dnde estn las solteras todo mi grupo alza la mano y yo la nica que no y todas voltean a verme ajajajajajja
1,"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",necesito un gato en mi vida as como ya tengo que convencer a mis paps
1,"@gen_ghibli Vi Kaze Tachinu hace dos noches... Me encantó, aunq es diferente a lo habitual de Miyazaki. Y lloré en el final...",vi kaze tachinu hace dos noches me encant aunq es diferente a lo habitual de miyazaki y llor en el final
-1,"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",tengo que aprender a no prestar mis cosas porque al parecer a todas se les hace muy divertido nunca devolverlas
0,@lux_obrien jajaja enserio? a mi no me anda o bueno creo que no la se usar nose,jajaja enserio a mi no me anda o bueno creo que no la se usar nose
-1,"Despertar con la noticia de esta terrible tragedia . Dios los tenga en su gloria campeones , sabiduría y resignación para las familias",despertar con la noticia de esta terrible tragedia dios los tenga en su gloria campeones sabidura y resignacin para las familias
0,@omarvch @plazavea yo hace un momento literal,yo hace un momento literal
1,"@LinkinParkPeru sería genial...Tengo q ir cotizando mis órganos por q si es cierto voy si o si, queda sentenciado! #LinkinParkenPeru2017",sera genialtengo q ir cotizando mis rganos por q si es cierto voy si o si queda sentenciado linkinparkenperu2017
0,"@BrujaMalvada_ no tengo en la casa apenas entre, te mando uno así jaja",no tengo en la casa apenas entre te mando uno as jaja
-1,Tristeza más hp me da siempre en año nuevo,tristeza ms hp me da siempre en ao nuevo
1,bien @PlazaColonia ! no ganaron y no perdieron x goleada en los 90 y ganaron por penales ! no era lo q quería pero bien x ustedes,bien no ganaron y no perdieron x goleada en los 90 y ganaron por penales no era lo q quera pero bien x ustedes
0,@GramaticaReal por ejemplo si eres MANO larga jaja,por ejemplo si eres mano larga jaja
-1,"@cuervotinelli Papá me llamas ?? 095327750 ... No me siento muy bien ahora , toy como triste...",pap me llamas 095327750 no me siento muy bien ahora toy como triste
0,"Mañanaaaa es festivo en Colombia, que envidia",maanaaaa es festivo en colombia que envidia
-1,Todo pudo ser tan bonito,todo pudo ser tan bonito
1,"El último día de trabajo, al fin",el ltimo da de trabajo al fin
-1,Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron
-1,@skyimpson me la olvide pero tengo la huella y no em deja usarla nose,me la olvide pero tengo la huella y no em deja usarla nose
-1,Me sancocho csm si las van tendrían ventana todo seria mejor,me sancocho csm si las van tendran ventana todo seria mejor
1,Tengo hambre de la tonelada de comida que cocina para mi mamá todos los fines de semana,tengo hambre de la tonelada de comida que cocina para mi mam todos los fines de semana
1,@DianaLeealM es de Dianas jaja gracias bella,es de dianas jaja gracias bella
-1,"Que histérico es la bestia, pobre bella",que histrico es la bestia pobre bella
-1,@ClubSCristal lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre,lastimosamente gran parte de entradas se ganaron los revendedores como siempre
1,"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru",amastnt abriendo los amas guao esperando a queen peru
-1,Creo que tengo una contractura en los hombros así o más hecha picha?,creo que tengo una contractura en los hombros as o ms hecha picha
-1,@MathiasBrivio que espanto! Algo más debe tener esa Agua estoy segura,que espanto algo ms debe tener esa agua estoy segura
-1,"@Abby_Maff pues si amiga, es muy feo",pues si amiga es muy feo
